"","exact_isolate","asymptote","intercept","growthParam","Isolate","host_species","plate_no"
"255","Plate_13_143D3_C6",350.188645866311,-3.69462781447534,0.0228728672823278,"143D3","scenedesmus",13
"256","Plate_13_143D3_D6",1988.77921935512,-5.10956810688298,0.0231665730684747,"143D3","scenedesmus",13
"257","Plate_13_146D3_E7",2309.33625249187,-5.0958848688719,0.0230920629482687,"146D3","scenedesmus",13
"258","Plate_13_146D3_F7",413.319371913427,-3.71315449142671,0.0219356584512898,"146D3","scenedesmus",13
"259","Plate_13_146D3_G7",389.567490580811,-3.76257742911972,0.0230720998686099,"146D3","scenedesmus",13
"260","Plate_13_147D3_B8",620.190185630812,-4.34541037259206,0.0239851158595156,"147D3","scenedesmus",13
"261","Plate_13_147D3_C8",467.489246733322,-3.81387862813994,0.0204047998913852,"147D3","scenedesmus",13
"262","Plate_13_147D3_D8",418.356939739468,-3.65887663507493,0.0205754022132416,"147D3","scenedesmus",13
"263","Plate_13_149D3_B9",663.770621396618,-3.70228323488018,0.0202715125737696,"149D3","scenedesmus",13
"264","Plate_13_149D3_C9",1713.71321690987,-4.81784592012471,0.0272732483080213,"149D3","scenedesmus",13
"265","Plate_13_149D3_D9",685.571930111105,-3.78677252551793,0.0198835015232864,"149D3","scenedesmus",13
"266","Plate_13_150D3_E9",467.324021960721,-3.77439592870783,0.0221550288737632,"150D3","scenedesmus",13
"267","Plate_13_150D3_F9",470.93379327918,-3.93005949604891,0.02388105769114,"150D3","scenedesmus",13
"268","Plate_13_150D3_G9",440.766842412427,-3.89773295742061,0.0257804369989067,"150D3","scenedesmus",13
"269","Plate_13_151D3_B10",559.279048156632,-3.78994541547374,0.0197531296918425,"151D3","scenedesmus",13
"270","Plate_13_151D3_C10",431.561050238148,-4.28659873056492,0.0262680192211721,"151D3","scenedesmus",13
"271","Plate_13_151D3_D10",554.538871504902,-4.02364867156324,0.0211184223254459,"151D3","scenedesmus",13
"272","Plate_13_152D3_E10",560.694899389055,-3.90764576624444,0.0204784653547888,"152D3","scenedesmus",13
"273","Plate_13_152D3_F10",515.814633364076,-3.84026738966077,0.0222074999847606,"152D3","scenedesmus",13
"274","Plate_13_152D3_G10",586.638741843685,-3.82486023809528,0.0210745463091755,"152D3","scenedesmus",13
"275","Plate_13_153D3_B7",604.9403514641,-3.99154159712055,0.0194993113378441,"153D3","scenedesmus",13
"276","Plate_13_153D3_C7",1939.08102591469,-4.85039494197186,0.0241697336620921,"153D3","scenedesmus",13
"277","Plate_13_153D3_D7",1519.74265316628,-4.71094193814458,0.0234086425945255,"153D3","scenedesmus",13
"278","Plate_13_AC_B11",459.143356086959,-3.77055019753335,0.020114863860949,"AC","scenedesmus",13
"279","Plate_13_AC_C11",533.665168432639,-3.73513289417348,0.0185025238351453,"AC","scenedesmus",13
"280","Plate_13_AC_D11",473.250885987088,-3.6511621074471,0.0190806643315581,"AC","scenedesmus",13
"281","Plate_13_AC_E11",483.904562048197,-3.76968227701825,0.0202427288347716,"AC","scenedesmus",13
"282","Plate_13_AC_E8",515.474823432276,-3.79596229500621,0.0200900151280065,"AC","scenedesmus",13
"283","Plate_13_AC_F8",439.028566969178,-3.79487915342891,0.0210708901195429,"AC","scenedesmus",13
"284","Plate_13_AC_G8",480.166174297632,-3.76626920137121,0.0202448357795813,"AC","scenedesmus",13
"285","Plate_14_136D3_B2",566.021233495475,-5.24087645170926,0.0316918883955072,"136D3","scenedesmus",14
"286","Plate_14_136D3_C2",500.803685991588,-5.50595840375289,0.0327977014505933,"136D3","scenedesmus",14
"287","Plate_14_136D3_D2",592.069688781292,-5.46079661621598,0.0315896987422761,"136D3","scenedesmus",14
"288","Plate_14_148D3_E2",560.679795385837,-5.69128903609192,0.0340141227596105,"148D3","scenedesmus",14
"289","Plate_14_148D3_F2",527.385152996478,-6.18320176133457,0.03688876229367,"148D3","scenedesmus",14
"290","Plate_14_148D3_G2",588.449987791228,-5.80636097028351,0.0338252797865133,"148D3","scenedesmus",14
"291","Plate_14_154D3_B3",566.86791539143,-5.72792743808354,0.0332278562173938,"154D3","scenedesmus",14
"292","Plate_14_154D3_C3",551.051582300657,-5.49328090084971,0.0319954311551255,"154D3","scenedesmus",14
"293","Plate_14_154D3_D3",500.320593785437,-5.18903856763823,0.030408552213635,"154D3","scenedesmus",14
"294","Plate_14_155D3_E3",585.811896010148,-4.79156879633296,0.0280339375808267,"155D3","scenedesmus",14
"295","Plate_14_155D3_F3",626.253154371914,-5.14888347822159,0.0303108183744793,"155D3","scenedesmus",14
"296","Plate_14_155D3_G3",602.264417400415,-5.3700089112578,0.0332441842948842,"155D3","scenedesmus",14
"297","Plate_14_64DF_B4",514.20614774538,-5.48827598889657,0.0320633649710843,"64DF","scenedesmus",14
"298","Plate_14_64DF_C4",517.814322934196,-5.52951594278012,0.0313470735692769,"64DF","scenedesmus",14
"299","Plate_14_64DF_D4",505.7164316031,-5.41240999504239,0.0312937118689039,"64DF","scenedesmus",14
"300","Plate_14_65DF_E4",551.552774210371,-5.36689143640871,0.031297372228143,"65DF","scenedesmus",14
"301","Plate_14_65DF_F4",505.433457590835,-5.55030330253298,0.0328572365640398,"65DF","scenedesmus",14
"302","Plate_14_65DF_G4",542.911341698719,-5.38593920335899,0.0327709801037723,"65DF","scenedesmus",14
"303","Plate_14_66DF_B5",586.010444440936,-5.46772044643646,0.0317702863511219,"66DF","scenedesmus",14
"304","Plate_14_66DF_C5",516.204375872225,-5.53463206078033,0.0325455276825628,"66DF","scenedesmus",14
"305","Plate_14_66DF_D5",563.495219746929,-5.61414605470222,0.032670367978798,"66DF","scenedesmus",14
"306","Plate_14_67DF_E5",578.958019905909,-5.05416665743435,0.0304080032325234,"67DF","scenedesmus",14
"307","Plate_14_67DF_F5",630.905040640954,-5.18162581763992,0.0295115616328905,"67DF","scenedesmus",14
"308","Plate_14_67DF_G5",619.897091852694,-5.00718568542117,0.0307587493483985,"67DF","scenedesmus",14
"309","Plate_14_69DF_B6",629.833774197222,-4.55628542286275,0.0275138159333657,"69DF","scenedesmus",14
"310","Plate_14_69DF_C6",676.615080202999,-4.6534366785548,0.0277149298584577,"69DF","scenedesmus",14
"311","Plate_14_69DF_D6",600.377136777855,-4.65749032946269,0.0274867802661556,"69DF","scenedesmus",14
"312","Plate_14_70DF_E6",582.216732111724,-4.82825145335337,0.0274928272875113,"70DF","scenedesmus",14
"313","Plate_14_70DF_F6",642.373336142939,-4.74196998955761,0.0269099298445949,"70DF","scenedesmus",14
"314","Plate_14_70DF_G6",675.548014502741,-5.03214865343274,0.0290714925859286,"70DF","scenedesmus",14
"315","Plate_14_71DF_B7",588.210920036382,-4.40464906843149,0.0280391754945903,"71DF","scenedesmus",14
"316","Plate_14_71DF_C7",613.04194365177,-4.88596864280134,0.030308842603327,"71DF","scenedesmus",14
"317","Plate_14_71DF_D7",678.312032483276,-5.11371507708205,0.0303505216360353,"71DF","scenedesmus",14
"318","Plate_14_72DF_E7",566.837060202392,-5.12948173137823,0.0285381690053816,"72DF","scenedesmus",14
"319","Plate_14_72DF_F7",600.201050410098,-5.12830681224294,0.0288277207160986,"72DF","scenedesmus",14
"320","Plate_14_72DF_G7",576.82877924459,-5.1197210271243,0.029234989080176,"72DF","scenedesmus",14
"321","Plate_14_73DF_B8",576.342961647465,-4.84730727230714,0.0273537281171453,"73DF","scenedesmus",14
"322","Plate_14_73DF_C8",582.24355449306,-4.72680073280596,0.0271057796292158,"73DF","scenedesmus",14
"323","Plate_14_73DF_D8",602.697544266662,-5.267548902107,0.0296360674891266,"73DF","scenedesmus",14
"324","Plate_14_74DF_E8",579.931398661602,-5.1995184656905,0.0294762904444659,"74DF","scenedesmus",14
"325","Plate_14_74DF_F8",602.940901855819,-5.39082490455554,0.0302787770408404,"74DF","scenedesmus",14
"326","Plate_14_74DF_G8",603.78912397718,-5.79856594762302,0.0336952163356932,"74DF","scenedesmus",14
"327","Plate_14_75DF_B9",556.978968298825,-5.39600813189013,0.0309172736772256,"75DF","scenedesmus",14
"328","Plate_14_75DF_C9",490.443302034568,-5.44532270273716,0.0309091706465195,"75DF","scenedesmus",14
"329","Plate_14_75DF_D9",559.97815902567,-5.4639537882076,0.0311365175167982,"75DF","scenedesmus",14
"330","Plate_14_76DF_B10",645.242898987952,-5.24720340769566,0.0309000261762074,"76DF","scenedesmus",14
"331","Plate_14_76DF_C10",689.670910375607,-5.55179346128707,0.0317101255826511,"76DF","scenedesmus",14
"332","Plate_14_76DF_D10",607.997044702737,-5.22301487108139,0.0297709038279339,"76DF","scenedesmus",14
"333","Plate_14_77DF_E10",576.323898791842,-6.02546917173461,0.0350093105286785,"77DF","scenedesmus",14
"334","Plate_14_77DF_F10",664.892416572367,-6.17256980116294,0.0364910997895384,"77DF","scenedesmus",14
"335","Plate_14_77DF_G10",614.140877091593,-5.69181603932043,0.0345047302029657,"77DF","scenedesmus",14
"336","Plate_14_AC_B11",645.989712059831,-4.23385721119451,0.0249393318340567,"AC","scenedesmus",14
"337","Plate_14_AC_D11",642.789254085788,-4.16064369976461,0.0252627655218016,"AC","scenedesmus",14
"338","Plate_14_AC_E11",608.297604293314,-4.30952282052508,0.0263283036934085,"AC","scenedesmus",14
"339","Plate_15_78DF_B2",473.864391395627,-4.25896682898106,0.0266792941799731,"78DF","scenedesmus",15
"340","Plate_15_78DF_C2",440.80177292441,-4.37910673553214,0.0284026920144221,"78DF","scenedesmus",15
"341","Plate_15_78DF_D2",552.599019636393,-4.37801815529213,0.0253090160868659,"78DF","scenedesmus",15
"342","Plate_15_79,1DF_B3",525.476548885043,-4.64189200899008,0.0274106585845773,"79,1DF","scenedesmus",15
"343","Plate_15_79,1DF_C3",475.547606518179,-4.50918483687885,0.0278090141730314,"79,1DF","scenedesmus",15
"344","Plate_15_79,1DF_D3",455.858815102124,-4.80512937823684,0.0287069645193519,"79,1DF","scenedesmus",15
"345","Plate_15_79DF_E2",547.175930136394,-4.7541172958725,0.0279614719857685,"79DF","scenedesmus",15
"346","Plate_15_79DF_F2",519.269550704559,-4.75010981773867,0.0284362727238138,"79DF","scenedesmus",15
"347","Plate_15_79DF_G2",580.69548250025,-4.75223560303938,0.0280028035929953,"79DF","scenedesmus",15
"348","Plate_15_80DF_E3",608.535782939437,-4.75717132869433,0.0268948571061777,"80DF","scenedesmus",15
"349","Plate_15_80DF_F3",649.20451780407,-4.70765130223657,0.0264104753940659,"80DF","scenedesmus",15
"350","Plate_15_80DF_G3",641.062032202322,-4.74280452402819,0.0266015957147715,"80DF","scenedesmus",15
"351","Plate_15_81DF_B4",689.900464270601,-4.8467475608656,0.0271024628769199,"81DF","scenedesmus",15
"352","Plate_15_81DF_C4",644.724451561258,-4.72286261678784,0.0264466841226751,"81DF","scenedesmus",15
"353","Plate_15_81DF_D4",664.938831220226,-4.92331541841162,0.0272118645643526,"81DF","scenedesmus",15
"354","Plate_15_82DF_E4",590.967797067627,-4.4102559825013,0.0255615126863215,"82DF","scenedesmus",15
"355","Plate_15_82DF_F4",610.243956907068,-4.90981015353259,0.0281528472291106,"82DF","scenedesmus",15
"356","Plate_15_82DF_G4",613.103967028558,-4.83314789863325,0.0271109077723354,"82DF","scenedesmus",15
"357","Plate_15_84DF_B5",546.10872802492,-4.57273728424668,0.0274872754510957,"84DF","scenedesmus",15
"358","Plate_15_84DF_C5",605.601312451571,-4.72692090015099,0.026966004686815,"84DF","scenedesmus",15
"359","Plate_15_84DF_D5",583.143839760846,-4.5788055300487,0.027088907197466,"84DF","scenedesmus",15
"360","Plate_15_85DF_E5",563.769549219861,-4.57291104529072,0.0264206603636662,"85DF","scenedesmus",15
"361","Plate_15_85DF_F5",640.904357980785,-4.67621823736828,0.0239569464034056,"85DF","scenedesmus",15
"362","Plate_15_85DF_G5",540.795200722939,-4.82394793903451,0.0278166928818973,"85DF","scenedesmus",15
"363","Plate_15_86DF_B6",694.646355564649,-4.9472506839248,0.0270108831272666,"86DF","scenedesmus",15
"364","Plate_15_86DF_C6",571.254341289126,-4.69561462967764,0.0259927252814635,"86DF","scenedesmus",15
"365","Plate_15_86DF_D6",649.922970929491,-4.93298830100109,0.0269180494732933,"86DF","scenedesmus",15
"366","Plate_15_87DF_E6",539.344561745193,-4.50838855536266,0.0259309749528706,"87DF","scenedesmus",15
"367","Plate_15_87DF_F6",494.103087606595,-4.56205470554046,0.028403463126072,"87DF","scenedesmus",15
"368","Plate_15_87DF_G6",607.419240186195,-4.56647527913963,0.0261836424023839,"87DF","scenedesmus",15
"369","Plate_15_88DF_B7",642.998835111563,-4.93185679710065,0.0273442618601443,"88DF","scenedesmus",15
"370","Plate_15_88DF_C7",486.823413503341,-4.68387389381021,0.0265282196888721,"88DF","scenedesmus",15
"371","Plate_15_88DF_D7",565.116205278402,-4.54470159570128,0.0243773115246928,"88DF","scenedesmus",15
"372","Plate_15_89DF_E7",390.830630654734,-4.68466299931434,0.0293079471451381,"89DF","scenedesmus",15
"373","Plate_15_89DF_F7",495.38035915419,-5.20822029828989,0.0297341408260695,"89DF","scenedesmus",15
"374","Plate_15_89DF_G7",462.708068082766,-4.78529916452717,0.0271388778145189,"89DF","scenedesmus",15
"375","Plate_15_90DF_B8",572.568081887378,-4.53183724273474,0.0264743348107586,"90DF","scenedesmus",15
"376","Plate_15_90DF_C8",584.14128025504,-4.80132392853401,0.0275720482027187,"90DF","scenedesmus",15
"377","Plate_15_90DF_D8",619.277790644645,-5.02245382562959,0.0284582979227273,"90DF","scenedesmus",15
"378","Plate_15_91DF_E8",536.740432123813,-4.63887031443086,0.0261160240789608,"91DF","scenedesmus",15
"379","Plate_15_91DF_F8",514.163491788416,-4.93433520340409,0.0280350681558656,"91DF","scenedesmus",15
"380","Plate_15_91DF_G8",539.552191039325,-4.6795685135457,0.0271874893716343,"91DF","scenedesmus",15
"381","Plate_15_92DF_B9",436.821717300124,-4.64987442741295,0.0277380032243198,"92DF","scenedesmus",15
"382","Plate_15_92DF_C9",494.596644250908,-4.95273392666449,0.0273983627639423,"92DF","scenedesmus",15
"383","Plate_15_92DF_D9",534.194590055609,-4.6775547735235,0.0283614160080845,"92DF","scenedesmus",15
"384","Plate_15_93DF_E9",410.955418939742,-4.67405791022256,0.0277639368783266,"93DF","scenedesmus",15
"385","Plate_15_93DF_F9",450.254275227438,-4.59326689710696,0.0272494826285492,"93DF","scenedesmus",15
"386","Plate_15_93DF_G9",497.362556269687,-4.96301011380767,0.0286040939322021,"93DF","scenedesmus",15
"387","Plate_15_AC_B10",608.805564851992,-4.54677788051536,0.0268546493316162,"AC","scenedesmus",15
"388","Plate_15_AC_B11",31.3039837976911,-6.90902165668724,0.124644050481593,"AC","scenedesmus",15
"389","Plate_15_AC_C10",491.289676115086,-3.99729942009157,0.0248033437739531,"AC","scenedesmus",15
"390","Plate_15_AC_C11",266.071561905485,-5.54278876820972,0.0438385349077875,"AC","scenedesmus",15
"391","Plate_15_AC_D10",474.752011217131,-3.93894119689842,0.0245869636972122,"AC","scenedesmus",15
"392","Plate_15_AC_D11",225.282893763452,-5.02456345345488,0.0433916060692017,"AC","scenedesmus",15
"393","Plate_15_AC_E10",558.483963093221,-4.15074395721599,0.0251251940755817,"AC","scenedesmus",15
"394","Plate_15_AC_E11",-11381.3111659639,49.9876294074749,0.112262613106113,"AC","scenedesmus",15
"395","Plate_15_AC_F10",473.487061076489,-4.04512815177067,0.0263721403380286,"AC","scenedesmus",15
"396","Plate_15_AC_G10",419.377622829194,-3.90927015784276,0.0262931507955976,"AC","scenedesmus",15
"397","Plate_16_102DF_D2",2282.09321289791,-3.54065918336613,0.00871537912483669,"102DF","monoraphidium",16
"398","Plate_16_102DF_D3",1034.77343031209,-2.99289345938145,0.0115384897568103,"102DF","monoraphidium",16
"399","Plate_16_102DF_D4",1160.32986598249,-3.08887303485936,0.0113331980944169,"102DF","monoraphidium",16
"400","Plate_16_109DF_B2",18157.285810202,-5.88540190518899,0.00804015843871598,"109DF","monoraphidium",16
"401","Plate_16_109DF_B3",2549.46492646973,-3.9231071767204,0.00905921206111287,"109DF","monoraphidium",16
"402","Plate_16_109DF_B4",1550.59202994444,-3.53986470922077,0.0100106323531279,"109DF","monoraphidium",16
"403","Plate_16_111,1DF_F5",1429.70330105056,-3.47092987057681,0.0118687338851457,"111,1DF","monoraphidium",16
"404","Plate_16_111,1DF_F6",1448.0714972462,-3.4379863197982,0.0114194861509433,"111,1DF","monoraphidium",16
"405","Plate_16_111,1DF_F7",1888.58415149994,-3.81812036697006,0.0117861487134953,"111,1DF","monoraphidium",16
"406","Plate_16_115DF_E2",5090.06660072431,-6.20187834294495,0.00965661159222786,"115DF","monoraphidium",16
"407","Plate_16_115DF_E3",14406.1209408335,-7.1433116759647,0.0110813366395924,"115DF","monoraphidium",16
"408","Plate_16_115DF_E4",13493.7525710985,-7.09688788266757,0.0106043265905202,"115DF","monoraphidium",16
"409","Plate_16_116DF_F10",674.402875142394,-2.8708736385884,0.013623914015724,"116DF","monoraphidium",16
"410","Plate_16_116DF_F8",915.453108913072,-3.17577270950785,0.0128634349732781,"116DF","monoraphidium",16
"411","Plate_16_116DF_F9",1073.62859340554,-3.1373559566634,0.0113365039018235,"116DF","monoraphidium",16
"412","Plate_16_117DF_E10",960.557295653975,-3.40773555900034,0.0143615106108071,"117DF","monoraphidium",16
"413","Plate_16_117DF_E8",1470.89101001921,-3.24518461364711,0.0115914176915044,"117DF","monoraphidium",16
"414","Plate_16_117DF_E9",1128.82601232691,-3.51575709661194,0.0134440555683103,"117DF","monoraphidium",16
"415","Plate_16_118DF_G5",797.40590731164,-2.96845709275858,0.0129777682280972,"118DF","monoraphidium",16
"416","Plate_16_118DF_G6",1049.98531366711,-3.07956097551659,0.0119094251912328,"118DF","monoraphidium",16
"417","Plate_16_118DF_G7",1116.8056019588,-3.18474921464493,0.010862882554311,"118DF","monoraphidium",16
"418","Plate_16_159,1D3_D10",878.519505596842,-3.08754891266425,0.0116917833462187,"159,1D3","monoraphidium",16
"419","Plate_16_159,1D3_D8",1025.3370326069,-3.15655683118352,0.0118892520609712,"159,1D3","monoraphidium",16
"420","Plate_16_159,1D3_D9",791.402380168093,-2.96710919178223,0.0136485909950667,"159,1D3","monoraphidium",16
"421","Plate_16_162D3_C10",556.905821677302,-2.84248465660709,0.0143288637896524,"162D3","monoraphidium",16
"422","Plate_16_162D3_C8",857.784403491242,-2.95389504730157,0.0125911415401515,"162D3","monoraphidium",16
"423","Plate_16_162D3_C9",642.702464744965,-2.89593815436353,0.0146897503157257,"162D3","monoraphidium",16
"424","Plate_16_174D3_C5",1565.27450812952,-3.64726925324392,0.0116392041182288,"174D3","monoraphidium",16
"425","Plate_16_174D3_C6",1854.22794900793,-3.84105517639312,0.0111864810628976,"174D3","monoraphidium",16
"426","Plate_16_174D3_C7",1548.28286212399,-3.75495005115436,0.0128317717170514,"174D3","monoraphidium",16
"427","Plate_16_179D3_D5",1835.63227299488,-3.15918697882668,0.00836696637041395,"179D3","monoraphidium",16
"428","Plate_16_179D3_D6",983.02079509401,-2.8227769032738,0.0119007805891248,"179D3","monoraphidium",16
"429","Plate_16_179D3_D7",1267.16772716932,-3.01789095081754,0.010743739292294,"179D3","monoraphidium",16
"430","Plate_16_185D3_B10",1274.84081095142,-3.50194976118593,0.011507365925682,"185D3","monoraphidium",16
"431","Plate_16_185D3_B8",1197.55136607938,-3.09138570991715,0.0105475745855674,"185D3","monoraphidium",16
"432","Plate_16_185D3_B9",1564.44915142661,-3.43929953803482,0.0108467414801276,"185D3","monoraphidium",16
"433","Plate_16_187D3_B5",61120.9862972344,-6.73708356918162,0.00743996522585575,"187D3","monoraphidium",16
"434","Plate_16_187D3_B6",3610.19596245101,-4.01037278499154,0.0085361966468639,"187D3","monoraphidium",16
"435","Plate_16_187D3_B7",2249.23404239519,-3.6062887491619,0.00984590023155764,"187D3","monoraphidium",16
"436","Plate_16_189D3_F2",594.356793235883,-3.05872246194739,0.0186092402077833,"189D3","monoraphidium",16
"437","Plate_16_189D3_F3",731.577093556214,-2.87052460511255,0.0136859601786924,"189D3","monoraphidium",16
"438","Plate_16_189D3_F4",772.605464131906,-2.87305733995656,0.0133896257216261,"189D3","monoraphidium",16
"439","Plate_16_190D3_C2",858.318115408699,-2.85709576012618,0.0117095270860722,"190D3","monoraphidium",16
"440","Plate_16_190D3_C3",1049.83792136117,-3.17860603678855,0.012244372574863,"190D3","monoraphidium",16
"441","Plate_16_190D3_C4",1187.43750350138,-3.06056079523693,0.0108009123565201,"190D3","monoraphidium",16
"442","Plate_16_191D3_G2",916.661081593869,-3.29516417016687,0.0118752802891458,"191D3","monoraphidium",16
"443","Plate_16_191D3_G3",830.09004802073,-3.34230078441573,0.0130128470099439,"191D3","monoraphidium",16
"444","Plate_16_191D3_G4",802.657812139343,-3.46703988771673,0.0139324219568553,"191D3","monoraphidium",16
"445","Plate_16_194D3_G10",1152.37046925386,-3.73587673642536,0.0127299315603592,"194D3","monoraphidium",16
"446","Plate_16_194D3_G8",1346.64010258426,-3.86920068688502,0.0132326415569922,"194D3","monoraphidium",16
"447","Plate_16_194D3_G9",1318.3735052841,-3.81583709405658,0.0119187416062653,"194D3","monoraphidium",16
"448","Plate_16_201D3_E5",914.775737133664,-3.05524059735349,0.0122847077937365,"201D3","monoraphidium",16
"449","Plate_16_201D3_E6",956.986380365038,-3.14856756989785,0.0124761824184706,"201D3","monoraphidium",16
"450","Plate_16_201D3_E7",955.284707511059,-3.12461439094789,0.0122732657450821,"201D3","monoraphidium",16
"451","Plate_16_AC_B11",1166.00514103669,-3.6334098380649,0.0110162631514477,"AC","monoraphidium",16
"452","Plate_16_AC_C11",528.555433710641,-3.290062005126,0.0155485805556432,"AC","monoraphidium",16
"453","Plate_16_AC_D11",469.62410171985,-3.20713835865094,0.0148116959229463,"AC","monoraphidium",16
"454","Plate_16_AC_E11",484.230395038415,-3.06453940399141,0.0146979094448561,"AC","monoraphidium",16
"455","Plate_17_100DF_G10",1347.16788798162,-3.31743672117217,0.0111475129333303,"100DF","monoraphidium",17
"456","Plate_17_100DF_G8",1078.40272322555,-3.1461029340078,0.0124669361035525,"100DF","monoraphidium",17
"457","Plate_17_100DF_G9",1003.66919353419,-3.09341668679493,0.011698791167912,"100DF","monoraphidium",17
"458","Plate_17_103DF_E2",908.526000878901,-3.03633089120358,0.0139613988893126,"103DF","monoraphidium",17
"459","Plate_17_103DF_E3",578.888764293616,-3.5449386675663,0.0236653126419124,"103DF","monoraphidium",17
"460","Plate_17_103DF_E4",628.935949824727,-3.37413461664666,0.0206490759513706,"103DF","monoraphidium",17
"461","Plate_17_104DF_D5",2002.24839159551,-3.34031263170979,0.00993781669039607,"104DF","monoraphidium",17
"462","Plate_17_104DF_D6",1372.87479006617,-3.11783730962578,0.0123013476257003,"104DF","monoraphidium",17
"463","Plate_17_104DF_D7",2029.41475842658,-3.57472365711393,0.0105680031092411,"104DF","monoraphidium",17
"464","Plate_17_108DF_B2",54406.7755349552,-6.73787383500735,0.00790527814638663,"108DF","monoraphidium",17
"465","Plate_17_108DF_B3",2791.06227274634,-3.96263191113066,0.00942552989725333,"108DF","monoraphidium",17
"466","Plate_17_108DF_B4",1411.32411720377,-3.412751983571,0.0114351064509252,"108DF","monoraphidium",17
"467","Plate_17_117,1DF_F10",3793.49999296466,-4.29083814231286,0.00849664814725354,"117,1DF","monoraphidium",17
"468","Plate_17_117,1DF_F8",2595.44582844908,-4.01630476266123,0.00936392320530641,"117,1DF","monoraphidium",17
"469","Plate_17_117,1DF_F9",3724.55365191294,-4.2429830729246,0.00874822510457022,"117,1DF","monoraphidium",17
"470","Plate_17_156D3_C5",115856.919575605,-7.43008939274442,0.00789885897251384,"156D3","monoraphidium",17
"471","Plate_17_156D3_C6",90754.948451974,-7.20858301524281,0.00796927535615735,"156D3","monoraphidium",17
"472","Plate_17_156D3_C7",66227.0288713709,-6.86631132997769,0.00753021533219237,"156D3","monoraphidium",17
"473","Plate_17_158D3_B10",3210.29687637573,-3.75591706666491,0.00894279078739669,"158D3","monoraphidium",17
"474","Plate_17_158D3_B8",3184.10297306486,-3.71734170386415,0.00903448902149069,"158D3","monoraphidium",17
"475","Plate_17_158D3_B9",1115.91196390897,-2.8630809174408,0.0102120634524392,"158D3","monoraphidium",17
"476","Plate_17_160D3_C10",1625.34132631787,-3.2277412562719,0.00926531075630608,"160D3","monoraphidium",17
"477","Plate_17_160D3_C8",3316.65670148792,-3.87922999900452,0.00815680757029321,"160D3","monoraphidium",17
"478","Plate_17_160D3_C9",50817.1899921131,-6.57310436091624,0.00710868841287599,"160D3","monoraphidium",17
"479","Plate_17_161D3_G5",828.305319408985,-3.09369700259265,0.0124687491171224,"161D3","monoraphidium",17
"480","Plate_17_161D3_G6",1230.59606795651,-3.21521169003141,0.00993426381185382,"161D3","monoraphidium",17
"481","Plate_17_161D3_G7",901.952924695203,-3.13508904187513,0.0117842140171303,"161D3","monoraphidium",17
"482","Plate_17_167D3_D2",2335.95731935912,-3.24681262370001,0.00869729794285318,"167D3","monoraphidium",17
"483","Plate_17_167D3_D3",1372.71861597642,-3.07058818705417,0.0113586190114623,"167D3","monoraphidium",17
"484","Plate_17_167D3_D4",2932.95664778173,-3.63167906131966,0.00860073432162304,"167D3","monoraphidium",17
"485","Plate_17_169D3_B5",1450.71705243335,-3.14901813115684,0.0105128717084439,"169D3","monoraphidium",17
"486","Plate_17_169D3_B6",3044.07186735876,-3.71265504326848,0.00817846700771875,"169D3","monoraphidium",17
"487","Plate_17_169D3_B7",1738.04538810505,-3.23915184501052,0.00973136527310204,"169D3","monoraphidium",17
"488","Plate_17_181D3_F2",685.105135680152,-2.78500922186835,0.012592928566807,"181D3","monoraphidium",17
"489","Plate_17_181D3_F3",493.701931522953,-2.70425011735554,0.0159878253304633,"181D3","monoraphidium",17
"490","Plate_17_181D3_F4",595.035031381594,-2.83902081569849,0.0160479525958719,"181D3","monoraphidium",17
"491","Plate_17_182D3_C2",672.001815259641,-2.60998976696725,0.0132940091047147,"182D3","monoraphidium",17
"492","Plate_17_182D3_C3",699.590501018361,-2.67409267544777,0.0129021697573862,"182D3","monoraphidium",17
"493","Plate_17_182D3_C4",727.679287984303,-2.71212991528277,0.0122200163484182,"182D3","monoraphidium",17
"494","Plate_17_192D3_D10",1939.31003346809,-3.48113591078543,0.0106924498025452,"192D3","monoraphidium",17
"495","Plate_17_192D3_D8",1474.10086018045,-3.47206616943938,0.0129381396197397,"192D3","monoraphidium",17
"496","Plate_17_192D3_D9",2633.51744430782,-3.64954683118909,0.00941704211651877,"192D3","monoraphidium",17
"497","Plate_17_198D3_F5",940.589296156145,-2.95001181713669,0.0126416152390721,"198D3","monoraphidium",17
"498","Plate_17_198D3_F6",1048.30706562723,-3.05151478858061,0.0118575459352196,"198D3","monoraphidium",17
"499","Plate_17_198D3_F7",1164.1288912193,-3.03294831967674,0.0108360476160862,"198D3","monoraphidium",17
"500","Plate_17_94DF_E10",19395.3772313263,-5.81353897536621,0.00815799887651513,"94DF","monoraphidium",17
"501","Plate_17_94DF_E8",1548.87802827178,-3.68082558782082,0.0124270027786819,"94DF","monoraphidium",17
"502","Plate_17_94DF_E9",40298.0132854471,-6.56514048642039,0.00768703669315805,"94DF","monoraphidium",17
"503","Plate_17_96DF_E5",90762.3884360457,-7.44057843654191,0.00838126638092967,"96DF","monoraphidium",17
"504","Plate_17_96DF_E6",1911.07183846888,-3.74385546736908,0.0110098970294656,"96DF","monoraphidium",17
"505","Plate_17_96DF_E7",4220.39309335196,-4.40618056022509,0.00951923812537601,"96DF","monoraphidium",17
"506","Plate_17_98DF_G2",2550.34860582662,-4.07659714616337,0.00978555061201583,"98DF","monoraphidium",17
