"asv","Isolate","count","totalReads","asvMatches","contamFlag","numasvs","mixed","host_species","plate_no","meanCC","seCC","meanGR","seGR","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation","seq_type","Domain","Phylum","Class","Order","Family","Genus"
"ASV0010","103D31",6754,8966,11,FALSE,2,TRUE,"monoraphidium","17",705.450240900117,102.56056146434,0.0194252624776686,0.0028673318969757,0.8746040406266,0.1253959593734,0.0371088726634109,0.962891127336589,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0010","182D3",6750,8610,46,FALSE,2,TRUE,"monoraphidium","17",699.757200266071,16.0729236448402,0.0128053984438466,0.000313788149969203,0.877348322298118,0.122651677701882,0.0872416473615795,0.91275835263842,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0010","201D3",6323,8578,44,FALSE,2,TRUE,"monoraphidium","16",942.348951653536,13.7953439849283,0.0123447184959246,6.58150128168467e-05,0.0973199123329624,0.902680087667038,0.900631700776687,0.0993682992233126,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0010","76D3",5487,8884,17,FALSE,2,TRUE,"coelastrum","7",556.03461878081,24.9279663264373,0.0338332196862276,0.00768539415181921,0.0889127690721421,0.911087230927858,0.344831343940256,0.655168656059744,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0016","133D3",7674,9127,26,FALSE,2,TRUE,"scenedesmus","13",550.18899136683,69.3894323843589,0.0246119172595009,0.00209960633708903,0.219400406960004,0.780599593039996,0.0756938977484559,0.924306102251544,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0016","235D3",5424,8770,38,FALSE,2,TRUE,"selenastrum","24",532.714171094648,16.1623292842122,0.0244016858678555,0.00108445479463366,0.127426763185549,0.872573236814451,0.636622262130964,0.363377737869036,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0016","9point1D31",883,8252,28,FALSE,3,TRUE,"chlorella","1",358.002719467997,11.7888343161631,0.0612622057992769,0.00241316636237618,0.00069606916902243,0.999303930830978,0.008834169352578,0.991165830647422,"Increased CC","Increased GR","Increased CC
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0071","31D31",206,239,9,FALSE,2,TRUE,"chlorella","2",526.100587770445,73.9125371939901,0.0199832175560967,0.00136728803704984,0.0362832023044707,0.963716797695529,0.999995770200697,4.22979930255215e-06,"Increased CC","Decreased GR","Increased CC
Decreased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0035","92D3",1301,8396,32,FALSE,4,TRUE,"scenedesmus","10",259.526167569819,14.903601778774,0.0280775928407223,0.000466255107080423,0.0206819458796485,0.979318054120352,0.942843091019216,0.0571569089807844,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0004","116D3",2505,8387,27,FALSE,3,TRUE,"scenedesmus","12",408.364761871374,15.3327864284923,0.0289122756286198,0.000544300122832327,0.219368234477132,0.780631765522868,0.000359136214094074,0.999640863785906,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0004","124D3",2174,8935,19,FALSE,2,TRUE,"scenedesmus","11",360.42022260546,7.64478473636019,0.0336317517193929,0.00115526625793713,1.68514628216043e-06,0.999998314853718,0.000685317426844239,0.999314682573156,"Increased CC","Increased GR","Increased CC
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0004","125D3",2457,8415,30,FALSE,3,TRUE,"scenedesmus","12",370.001363344302,21.8629257527496,0.0293070727380504,0.00257236579472896,0.440783234666032,0.559216765333968,0.0609008672989276,0.939099132701072,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0004","126D3",4698,8534,15,FALSE,2,TRUE,"scenedesmus","12",410.509155154144,49.0192605691234,0.0255098690770426,0.00104028582143757,0.260185909039381,0.739814090960619,0.0525051755854114,0.947494824414589,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0004","232D3",6642,9001,10,FALSE,2,TRUE,"selenastrum","23",453.915036952025,13.1119236425072,0.026973510889811,0.00140444025518611,0.940022418197971,0.0599775818020287,0.0028742758876862,0.997125724112314,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0004","236D3",4964,8630,35,FALSE,3,TRUE,"selenastrum","22",429.87549641926,12.2138963322332,0.0278933619528262,0.00151934849932787,0.00294872091117395,0.997051279088826,0.765260807912876,0.234739192087124,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0004","90D3",2577,6919,33,FALSE,3,TRUE,"scenedesmus","12",450.495536903899,18.9369759887519,0.0292183208349476,0.000784435185276555,0.0931553884802065,0.906844611519793,0.00135714084322585,0.998642859156774,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0034","133D3",1176,9127,26,FALSE,2,TRUE,"scenedesmus","13",550.18899136683,69.3894323843589,0.0246119172595009,0.00209960633708903,0.219400406960004,0.780599593039996,0.0756938977484559,0.924306102251544,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0061","179D3",5031,8445,19,FALSE,2,TRUE,"monoraphidium","16",1361.94012338122,250.647682404911,0.0103371624321527,0.00104018247044047,0.0432569096983232,0.956743090301677,0.972480015859928,0.0275199841400718,"Increased CC","Decreased GR","Increased CC
Decreased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","107D3",1201,8016,25,FALSE,2,TRUE,"scenedesmus","12",457.146202974429,21.3451097276449,0.0295764054291695,0.00209289522989516,0.0820259583684015,0.917974041631599,0.037228081277391,0.962771918722609,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","108D3",1554,8319,35,FALSE,3,TRUE,"scenedesmus","12",454.996362681806,10.7088391814797,0.0297016186193763,0.000868384887758049,0.0840277006615667,0.915972299338433,0.00171683614207807,0.998283163857922,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","110D3",4182,8292,64,FALSE,3,TRUE,"scenedesmus","12",442.616959003212,18.48577652625,0.0301987343633859,0.00149085558188897,0.109486378295479,0.890513621704521,0.012625979163234,0.987374020836766,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","125D3",1856,8415,30,FALSE,3,TRUE,"scenedesmus","12",370.001363344302,21.8629257527496,0.0293070727380504,0.00257236579472896,0.440783234666032,0.559216765333968,0.0609008672989276,0.939099132701072,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","150D3",4575,8688,21,FALSE,3,TRUE,"scenedesmus","13",459.67488565913,9.51127808537015,0.0239388412495291,0.00104696398895175,0.917673927564334,0.0823260724356661,0.0252576125433713,0.974742387456629,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","197D3",2372,8344,11,FALSE,2,TRUE,"monoraphidium","19",862.5399622901,41.0875345772656,0.0163810350304978,0.000409894424638095,0.00726840442073081,0.992731595579269,0.921693007825918,0.0783069921740815,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","209D3",7598,8805,13,FALSE,2,TRUE,"selenastrum","22",381.476123886544,7.53248700091272,0.0285537231478909,0.00257921769463935,0.0255917903168164,0.974408209683184,0.646536945247873,0.353463054752127,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","217D3",1782,8318,30,FALSE,2,TRUE,"selenastrum","22",435.556679498262,10.6758724486122,0.0299972121751914,0.00100239978097748,0.00233928316801198,0.997660716831988,0.479527709174212,0.520472290825788,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","232D3",1902,9001,10,FALSE,2,TRUE,"selenastrum","23",453.915036952025,13.1119236425072,0.026973510889811,0.00140444025518611,0.940022418197971,0.0599775818020287,0.0028742758876862,0.997125724112314,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","236D3",900,8630,35,FALSE,3,TRUE,"selenastrum","22",429.87549641926,12.2138963322332,0.0278933619528262,0.00151934849932787,0.00294872091117395,0.997051279088826,0.765260807912876,0.234739192087124,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","2D31",2075,7964,20,FALSE,2,TRUE,"chlorella","1",380.814675987158,14.2206487170108,0.0741089024133708,0.00188383915155047,0.00116640245230647,0.998833597547694,0.000184992529054288,0.999815007470946,"Increased CC","Increased GR","Increased CC
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","38D31",1319,8623,25,FALSE,4,TRUE,"coelastrum","6",591.40078774448,26.8997648151545,0.0298156455986272,0.00131327000173732,0.0202204437983083,0.979779556201692,0.891793977810376,0.108206022189624,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","41D31",1140,8353,69,FALSE,3,TRUE,"coelastrum","7",498.294005044096,7.98075840475247,0.0325507901970642,0.000659698083208429,0.644002305139401,0.355997694860599,0.198737082280325,0.801262917719675,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","48D31",1253,8573,23,FALSE,2,TRUE,"coelastrum","6",522.055629221327,8.70309647711681,0.0311237607277082,0.000877189760769225,0.0209078527162237,0.979092147283776,0.792585046115045,0.207414953884955,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","50D31",1174,8343,61,FALSE,3,TRUE,"coelastrum","6",532.220102892367,14.25189236936,0.0311648860693484,0.00137590809537779,0.0259002521217569,0.974099747878243,0.709776154076242,0.290223845923758,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0005","89D3",5589,8975,27,FALSE,2,TRUE,"scenedesmus","12",404.861908277215,11.714512765626,0.0308371419484175,0.00100951726740785,0.233275639346382,0.766724360653618,0.00215333088301771,0.997846669116982,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV0023","217D3",5913,8318,30,FALSE,2,TRUE,"selenastrum","22",435.556679498262,10.6758724486122,0.0299972121751914,0.00100239978097748,0.00233928316801198,0.997660716831988,0.479527709174212,0.520472290825788,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"ASV0038","108D3",3135,8319,35,FALSE,3,TRUE,"scenedesmus","12",454.996362681806,10.7088391814797,0.0297016186193763,0.000868384887758049,0.0840277006615667,0.915972299338433,0.00171683614207807,0.998283163857922,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0038","80D3",5901,8025,45,FALSE,2,TRUE,"coelastrum","6",556.982911499296,31.9294211469247,0.0311233161644347,0.0041560388932426,0.0676344461217195,0.93236555387828,0.58182432289884,0.41817567710116,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","108D3",2581,8319,35,FALSE,3,TRUE,"scenedesmus","12",454.996362681806,10.7088391814797,0.0297016186193763,0.000868384887758049,0.0840277006615667,0.915972299338433,0.00171683614207807,0.998283163857922,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","110D3",1699,8292,64,FALSE,3,TRUE,"scenedesmus","12",442.616959003212,18.48577652625,0.0301987343633859,0.00149085558188897,0.109486378295479,0.890513621704521,0.012625979163234,0.987374020836766,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","116D3",1031,8387,27,FALSE,3,TRUE,"scenedesmus","12",408.364761871374,15.3327864284923,0.0289122756286198,0.000544300122832327,0.219368234477132,0.780631765522868,0.000359136214094074,0.999640863785906,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","125D3",3818,8415,30,FALSE,3,TRUE,"scenedesmus","12",370.001363344302,21.8629257527496,0.0293070727380504,0.00257236579472896,0.440783234666032,0.559216765333968,0.0609008672989276,0.939099132701072,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","126D3",3758,8534,15,FALSE,2,TRUE,"scenedesmus","12",410.509155154144,49.0192605691234,0.0255098690770426,0.00104028582143757,0.260185909039381,0.739814090960619,0.0525051755854114,0.947494824414589,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","14D3",984,8573,13,FALSE,2,TRUE,"chlorella","3",183.969671732774,6.08901529283314,0.045246766917865,0.00113205359100649,0.998489067830519,0.00151093216948139,0.994617475109991,0.00538252489000875,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","182D3",1022,8610,46,FALSE,2,TRUE,"monoraphidium","17",699.757200266071,16.0729236448402,0.0128053984438466,0.000313788149969203,0.877348322298118,0.122651677701882,0.0872416473615795,0.91275835263842,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","183point1D3",6625,7991,16,FALSE,2,TRUE,"monoraphidium","19",1001.01792140065,101.304452620534,0.0150078051821366,0.000485380421664775,0.0318171340896425,0.968182865910358,0.977067201450476,0.0229327985495244,"Increased CC","Decreased GR","Increased CC
Decreased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","190D3",3311,8506,34,FALSE,2,TRUE,"monoraphidium","16",1031.86447150085,95.4326407736524,0.0115849377796544,0.00042132170379656,0.0601541188012053,0.939845881198795,0.953594721555575,0.046405278444425,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","197D3",5962,8344,11,FALSE,2,TRUE,"monoraphidium","19",862.5399622901,41.0875345772656,0.0163810350304978,0.000409894424638095,0.00726840442073081,0.992731595579269,0.921693007825918,0.0783069921740815,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","1point1D31",2247,8363,86,FALSE,2,TRUE,"chlorella","1",322.915928279577,9.25035588820333,0.0514861976583548,0.00062858587628014,0.000505054570032087,0.999494945429968,0.21515065396996,0.78484934603004,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","201D3",1565,8578,44,FALSE,2,TRUE,"monoraphidium","16",942.348951653536,13.7953439849283,0.0123447184959246,6.58150128168467e-05,0.0973199123329624,0.902680087667038,0.900631700776687,0.0993682992233126,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","202D3",1409,8806,43,FALSE,2,TRUE,"selenastrum","23",433.878353583066,17.3525790394118,0.0267771410635702,0.00135695376008357,0.954059569339793,0.0459404306602073,0.00287589007099216,0.997124109929008,"Decreased CC","Increased GR","Decreased CC
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","209D3",1181,8805,13,FALSE,2,TRUE,"selenastrum","22",381.476123886544,7.53248700091272,0.0285537231478909,0.00257921769463935,0.0255917903168164,0.974408209683184,0.646536945247873,0.353463054752127,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","34D3",3641,8254,34,FALSE,2,TRUE,"chlorella","4",387.698458956842,3.65834286823701,0.0635263225947803,0.0032322284960896,4.08450593508923e-07,0.999999591549406,0.650727030761225,0.349272969238775,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","36point1D3",6140,8096,23,FALSE,2,TRUE,"chlorella","5",422.035123610922,10.5238623613218,0.0589671522370038,0.00298174141790433,0.000413799373097461,0.999586200626903,0.0364595443106264,0.963540455689374,"Increased CC","Increased GR","Increased CC
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","38D31",1284,8623,25,FALSE,4,TRUE,"coelastrum","6",591.40078774448,26.8997648151545,0.0298156455986272,0.00131327000173732,0.0202204437983083,0.979779556201692,0.891793977810376,0.108206022189624,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","40D3",3218,8434,18,FALSE,2,TRUE,"chlorella","5",403.69982751281,18.6545508309555,0.0647111138260147,0.00243559530638473,0.00369121401279464,0.996308785987205,0.00385117021222958,0.99614882978777,"Increased CC","Increased GR","Increased CC
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","41D31",2775,8353,69,FALSE,3,TRUE,"coelastrum","7",498.294005044096,7.98075840475247,0.0325507901970642,0.000659698083208429,0.644002305139401,0.355997694860599,0.198737082280325,0.801262917719675,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","50D31",1461,8343,61,FALSE,3,TRUE,"coelastrum","6",532.220102892367,14.25189236936,0.0311648860693484,0.00137590809537779,0.0259002521217569,0.974099747878243,0.709776154076242,0.290223845923758,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","63D3",1879,8604,37,FALSE,3,TRUE,"coelastrum","7",523.776740600583,20.3109572192448,0.0374304996510904,0.00299726270996905,0.268543127459026,0.731456872540974,0.0638375358033571,0.936162464196643,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","80D3",813,8025,45,FALSE,2,TRUE,"coelastrum","6",556.982911499296,31.9294211469247,0.0311233161644347,0.0041560388932426,0.0676344461217195,0.93236555387828,0.58182432289884,0.41817567710116,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","8point1D3",1064,8265,39,FALSE,2,TRUE,"chlorella","3",295.362317318445,14.4209440347314,0.0617375780066021,0.00591703056897787,0.0232754284166545,0.976724571583345,0.170836801153034,0.829163198846966,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"ASV0002","90D3",1928,6919,33,FALSE,3,TRUE,"scenedesmus","12",450.495536903899,18.9369759887519,0.0292183208349476,0.000784435185276555,0.0931553884802065,0.906844611519793,0.00135714084322585,0.998642859156774,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Miseq","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
